1,Hakkinen,FIN,McLaren Mercedes,100,1998
2,Schumacher,GER,Ferrari,86,1998
3,Coulthard,GBR,McLaren Mercedes,56,1998
4,Irvine,GBR,Ferrari,47,1998
5,Villeneuve,CAN,Williams Mecachrome,21,1998
6,Hill,GBR,Jordan Mugen Honda,20,1998
7,Frentzen,GER,Williams Mecachrome,17,1998
8,Wurz,AUT,Benetton Playlife,17,1998
9,Fisichella,ITA,Benetton Playlife,16,1998
10,Schumacher,GER,Jordan Mugen Honda,14,1998
11,Alesi,FRA,Sauber Petronas,9,1998
12,Barrichello,BRA,Stewart Ford,4,1998
13,Salo,FIN,Arrows,3,1998
14,Diniz,BRA,Arrows,3,1998
15,Herbert,GBR,Sauber Petronas,1,1998
16,Magnussen,DEN,Stewart Ford,1,1998
17,Trulli,ITA,Prost Peugeot,1,1998
18,Rosset,BRA,Tyrrell Ford,0,1998
19,Panis,FRA,Prost Peugeot,0,1998
20,Takagi,JPN,Tyrrell Ford,0,1998
21,Nakano,JPN,Minardi Ford,0,1998
22,Tuero,ARG,Minardi Ford,0,1998
23,Verstappen,NED,Stewart Ford,0,1998
