1,Vettel,GER,Red Bull Racing Renault,281,2012
2,Alonso,ESP,Ferrari,278,2012
3,Räikkönen,FIN,Lotus Renault,207,2012
4,Hamilton,GBR,McLaren Mercedes,190,2012
5,Button,GBR,McLaren Mercedes,188,2012
6,Webber,AUS,Red Bull Racing Renault,179,2012
7,Massa,BRA,Ferrari,122,2012
8,Grosjean,FRA,Lotus Renault,96,2012
9,Rosberg,GER,Mercedes,93,2012
10,Perez,MEX,Sauber Ferrari,66,2012
11,Hulkenberg,GER,Force India Mercedes,63,2012
12,Kobayashi,JPN,Sauber Ferrari,60,2012
13,Schumacher,GER,Mercedes,49,2012
14,di Resta,GBR,Force India Mercedes,46,2012
15,Maldonado,VEN,Williams Renault,45,2012
16,Senna,BRA,Williams Renault,31,2012
17,Vergne,FRA,STR Ferrari,16,2012
18,Ricciardo,AUS,STR Ferrari,10,2012
19,Petrov,RUS,Caterham Renault,0,2012
20,Glock,GER,Marussia Cosworth,0,2012
21,Pic,FRA,Marussia Cosworth,0,2012
22,Kovalainen,FIN,Caterham Renault,0,2012
23,d'Ambrosio,BEL,Lotus Renault,0,2012
24,Karthikeyan,IND,HRT Cosworth,0,2012
25,de la Rosa,ESP,HRT Cosworth,0,2012
