1,Schumacher,GER,Ferrari,93,2003
2,Räikkönen,FIN,McLaren Mercedes,91,2003
3,Montoya,COL,Williams BMW,82,2003
4,Barrichello,BRA,Ferrari,65,2003
5,Schumacher,GER,Williams BMW,58,2003
6,Alonso,ESP,Renault,55,2003
7,Coulthard,GBR,McLaren Mercedes,51,2003
8,Trulli,ITA,Renault,33,2003
9,Button,GBR,BAR Honda,17,2003
10,Webber,AUS,Jaguar Cosworth,17,2003
11,Frentzen,GER,Sauber Petronas,13,2003
12,Fisichella,ITA,Jordan Ford,12,2003
13,da Matta,BRA,Toyota,10,2003
14,Heidfeld,GER,Sauber Petronas,6,2003
15,Panis,FRA,Toyota,6,2003
16,Villeneuve,CAN,BAR Honda,6,2003
17,Gene,ESP,Williams BMW,4,2003
18,Sato,JPN,BAR Honda,3,2003
19,Firman,IRL,Jordan Ford,1,2003
20,Wilson,GBR,Jaguar Cosworth,1,2003
21,Pizzonia,BRA,Jaguar Cosworth,0,2003
22,Verstappen,NED,Minardi Cosworth,0,2003
23,Kiesa,DEN,Minardi Cosworth,0,2003
24,Baumgartner,HUN,Jordan Ford,0,2003
