1,Schumacher,GER,Ferrari,148,2004
2,Barrichello,BRA,Ferrari,114,2004
3,Button,GBR,BAR Honda,85,2004
4,Alonso,ESP,Renault,59,2004
5,Montoya,COL,Williams BMW,58,2004
6,Trulli,ITA,Toyota,46,2004
7,Räikkönen,FIN,McLaren Mercedes,45,2004
8,Sato,JPN,BAR Honda,34,2004
9,Schumacher,GER,Williams BMW,24,2004
10,Coulthard,GBR,McLaren Mercedes,24,2004
11,Fisichella,ITA,Sauber Petronas,22,2004
12,Massa,BRA,Sauber Petronas,12,2004
13,Webber,AUS,Jaguar Cosworth,7,2004
14,Panis,FRA,Toyota,6,2004
15,Pizzonia,BRA,Williams BMW,6,2004
16,Klien,AUT,Jaguar Cosworth,3,2004
17,da Matta,BRA,Toyota,3,2004
18,Heidfeld,GER,Jordan Ford,3,2004
19,Glock,GER,Jordan Ford,2,2004
20,Baumgartner,HUN,Minardi Cosworth,1,2004
21,Villeneuve,CAN,Renault,0,2004
22,Zonta,BRA,Toyota,0,2004
23,Gene,ESP,Williams BMW,0,2004
24,Pantano,ITA,Jordan Ford,0,2004
25,Bruni,ITA,Minardi Cosworth,0,2004
