1,Vettel,GER,Red Bull Racing Renault,397,2013
2,Alonso,ESP,Ferrari,242,2013
3,Webber,AUS,Red Bull Racing Renault,199,2013
4,Hamilton,GBR,Mercedes,189,2013
5,Räikkönen,FIN,Lotus Renault,183,2013
6,Rosberg,GER,Mercedes,171,2013
7,Grosjean,FRA,Lotus Renault,132,2013
8,Massa,BRA,Ferrari,112,2013
9,Button,GBR,McLaren Mercedes,73,2013
10,Hulkenberg,GER,Sauber Ferrari,51,2013
11,Perez,MEX,McLaren Mercedes,49,2013
12,di Resta,GBR,Force India Mercedes,48,2013
13,Sutil,GER,Force India Mercedes,29,2013
14,Ricciardo,AUS,STR Ferrari,20,2013
15,Vergne,FRA,STR Ferrari,13,2013
16,Gutierrez,MEX,Sauber Ferrari,6,2013
17,Bottas,FIN,Williams Renault,4,2013
18,Maldonado,VEN,Williams Renault,1,2013
19,Bianchi,FRA,Marussia Cosworth,0,2013
20,Pic,FRA,Caterham Renault,0,2013
21,Kovalainen,FIN,Lotus Renault,0,2013
22,van der Garde,NED,Caterham Renault,0,2013
23,Chilton,GBR,Marussia Cosworth,0,2013
