1,Senna,BRA,McLaren Honda,90,1988
2,Prost,FRA,McLaren Honda,87,1988
3,Berger,AUT,Ferrari,41,1988
4,Boutsen,BEL,Benetton Ford,27,1988
5,Alboreto,ITA,Ferrari,24,1988
6,Piquet,BRA,Lotus Honda,22,1988
7,Capelli,ITA,March Judd,17,1988
8,Warwick,GBR,Arrows Megatron,17,1988
9,Mansell,GBR,Williams Judd,12,1988
10,Nannini,ITA,Benetton Ford,12,1988
11,Patrese,ITA,Williams Judd,8,1988
12,Cheever,USA,Arrows Megatron,6,1988
13,Gugelmin,BRA,March Judd,5,1988
14,Palmer,GBR,Tyrrell Ford,5,1988
15,de Cesaris,ITA,Rial Ford,3,1988
16,Martini,ITA,Minardi Ford,1,1988
17,Nakajima,JPN,Lotus Honda,1,1988
