1,Rosberg,GER,Mercedes,385,2016
2,Hamilton,GBR,Mercedes,380,2016
3,Ricciardo,AUS,Red Bull Racing TAG Heuer,256,2016
4,Vettel,GER,Ferrari,212,2016
5,Verstappen,NED,Red Bull Racing TAG Heuer,204,2016
6,Räikkönen,FIN,Ferrari,186,2016
7,Perez,MEX,Force India Mercedes,101,2016
8,Bottas,FIN,Williams Mercedes,85,2016
9,Hulkenberg,GER,Force India Mercedes,72,2016
10,Alonso,ESP,McLaren Honda,54,2016
11,Massa,BRA,Williams Mercedes,53,2016
12,Sainz,ESP,Toro Rosso Ferrari,46,2016
13,Grosjean,FRA,Haas Ferrari,29,2016
14,Kvyat,RUS,Toro Rosso Ferrari,25,2016
15,Button,GBR,McLaren Honda,21,2016
16,Magnussen,DEN,Renault,7,2016
17,Nasr,BRA,Sauber Ferrari,2,2016
18,Palmer,GBR,Renault,1,2016
19,Wehrlein,GER,MRT Mercedes,1,2016
20,Vandoorne,BEL,McLaren Honda,1,2016
21,Gutierrez,MEX,Haas Ferrari,0,2016
22,Ericsson,SWE,Sauber Ferrari,0,2016
23,Ocon,FRA,MRT Mercedes,0,2016
24,Haryanto,INA,MRT Mercedes,0,2016
