1,Hawthorn,GBR,Ferrari,42,1958
2,Moss,GBR,Vanwall,41,1958
3,Brooks,GBR,Vanwall,24,1958
4,Salvadori,GBR,Cooper Climax,15,1958
5,Collins,GBR,Ferrari,14,1958
5,Schell,USA,BRM,14,1958
7,Trintignant,FRA,Cooper Climax,12,1958
7,Musso,ITA,Ferrari,12,1958
9,Lewis-Evans,GBR,Vanwall,11,1958
10,Hill,USA,Ferrari,9,1958
10,Behra,FRA,BRM,9,1958
10,von Trips,GER,Ferrari,9,1958
13,Bryan,USA,Epperly Offenhauser,8,1958
14,Fangio,ARG,Maserati,7,1958
15,Amick,USA,Epperly Offenhauser,6,1958
16,Bettenhausen,USA,Epperly Offenhauser,4,1958
16,Boyd,USA,Kurtis Kraft Offenhauser,4,1958
18,Brabham,AUS,Cooper Climax,3,1958
18,Allison,GBR,Lotus Climax,3,1958
18,Bonnier,SWE,BRM,3,1958
21,Rathmann,USA,Epperly Offenhauser,2,1958
