1,Schumacher,GER,Ferrari,123,2001
2,Coulthard,GBR,McLaren Mercedes,65,2001
3,Barrichello,BRA,Ferrari,56,2001
4,Schumacher,GER,Williams BMW,49,2001
5,Hakkinen,FIN,McLaren Mercedes,37,2001
6,Montoya,COL,Williams BMW,31,2001
7,Villeneuve,CAN,BAR Honda,12,2001
8,Heidfeld,GER,Sauber Petronas,12,2001
9,Trulli,ITA,Jordan Honda,12,2001
10,Räikkönen,FIN,Sauber Petronas,9,2001
11,Fisichella,ITA,Benetton Renault,8,2001
12,Irvine,GBR,Jaguar Cosworth,6,2001
13,Frentzen,GER,Prost Acer,6,2001
14,Panis,FRA,BAR Honda,5,2001
15,Alesi,FRA,Jordan Honda,5,2001
16,de la Rosa,ESP,Jaguar Cosworth,3,2001
17,Button,GBR,Benetton Renault,2,2001
18,Verstappen,NED,Arrows Asiatech,1,2001
