1,Hamilton,GBR,McLaren Mercedes,98,2008
2,Massa,BRA,Ferrari,97,2008
3,Räikkönen,FIN,Ferrari,75,2008
4,Kubica,POL,Sauber BMW,75,2008
5,Alonso,ESP,Renault,61,2008
6,Heidfeld,GER,Sauber BMW,60,2008
7,Kovalainen,FIN,McLaren Mercedes,53,2008
8,Vettel,GER,STR Ferrari,35,2008
9,Trulli,ITA,Toyota,31,2008
10,Glock,GER,Toyota,25,2008
11,Webber,AUS,Red Bull Renault,21,2008
12,Piquet,BRA,Renault,19,2008
13,Rosberg,GER,Williams Toyota,17,2008
14,Barrichello,BRA,Honda,11,2008
15,Nakajima,JPN,Williams Toyota,9,2008
16,Coulthard,GBR,Red Bull Renault,8,2008
17,Bourdais,FRA,STR Ferrari,4,2008
18,Button,GBR,Honda,3,2008
19,Fisichella,ITA,Force India Ferrari,0,2008
20,Sutil,GER,Force India Ferrari,0,2008
21,Sato,JPN,Super Aguri Honda,0,2008
22,Davidson,GBR,Super Aguri Honda,0,2008
