1,Ascari,ITA,Ferrari,36,1952
2,Farina,ITA,Ferrari,24,1952
3,Taruffi,ITA,Ferrari,22,1952
4,Fischer,SUI,Ferrari,10,1952
4,Hawthorn,GBR,Cooper Bristol,10,1952
6,Manzon,FRA,Gordini,9,1952
7,Ruttman,USA,Kuzma Offenhauser,8,1952
7,Villoresi,ITA,Ferrari,8,1952
9,Gonzalez,ARG,Maserati,6.5,1952
10,Rathmann,USA,Kurtis Kraft Offenhauser,6,1952
10,Behra,FRA,Gordini,6,1952
12,Hanks,USA,Kurtis Kraft Offenhauser,4,1952
13,Wharton,GBR,null,3,1952
13,Carter,USA,Lesovsky Offenhauser,3,1952
13,Poore,GBR,Connaught Lea Francis,3,1952
16,Brown,GBR,Cooper Bristol,2,1952
16,Cross,USA,Kurtis Kraft Offenhauser,2,1952
16,Frere,BEL,Simca-Gordini,2,1952
16,Trintignant,FRA,Gordini,2,1952
16,Thompson,GBR,Connaught Lea Francis,2,1952
16,Bonetto,ITA,Maserati,2,1952
22,Vukovich,USA,Kurtis Kraft Offenhauser,1,1952
