1,Mansell,GBR,Williams Renault,108,1992
2,Patrese,ITA,Williams Renault,56,1992
3,Schumacher,GER,Benetton Ford,53,1992
4,Senna,BRA,McLaren Honda,50,1992
5,Berger,AUT,McLaren Honda,49,1992
6,Brundle,GBR,Benetton Ford,38,1992
7,Alesi,FRA,Ferrari,18,1992
8,Hakkinen,FIN,Lotus Ford,11,1992
9,de Cesaris,ITA,Tyrrell Ilmor,8,1992
10,Alboreto,ITA,Footwork Mugen Honda,6,1992
11,Comas,FRA,Ligier Renault,4,1992
12,Wendlinger,AUT,March Ilmor,3,1992
12,Capelli,ITA,Ferrari,3,1992
14,Boutsen,BEL,Ligier Renault,2,1992
15,Martini,ITA,Dallara Ferrari,2,1992
16,Herbert,GBR,Lotus Ford,2,1992
17,Modena,ITA,Jordan Yamaha,1,1992
18,Fittipaldi,BRA,Minardi Lamborghini,1,1992
19,Gachot,FRA,Venturi Lamborghini,1,1992
