1,Alonso,ESP,Renault,133,2005
2,Räikkönen,FIN,McLaren Mercedes,112,2005
3,Schumacher,GER,Ferrari,62,2005
4,Montoya,COL,McLaren Mercedes,60,2005
5,Fisichella,ITA,Renault,58,2005
6,Schumacher,GER,Toyota,45,2005
7,Trulli,ITA,Toyota,43,2005
8,Barrichello,BRA,Ferrari,38,2005
9,Button,GBR,BAR Honda,37,2005
10,Webber,AUS,Williams BMW,36,2005
11,Heidfeld,GER,Williams BMW,28,2005
12,Coulthard,GBR,RBR Cosworth,24,2005
13,Massa,BRA,Sauber Petronas,11,2005
14,Villeneuve,CAN,Sauber Petronas,9,2005
15,Klien,AUT,RBR Cosworth,9,2005
16,Monteiro,POR,Jordan Toyota,7,2005
17,Wurz,AUT,McLaren Mercedes,6,2005
18,Karthikeyan,IND,Jordan Toyota,5,2005
19,Albers,NED,Minardi Cosworth,4,2005
20,de la Rosa,ESP,McLaren Mercedes,4,2005
21,Friesacher,AUT,Minardi Cosworth,3,2005
22,Pizzonia,BRA,Williams BMW,2,2005
23,Sato,JPN,BAR Honda,1,2005
24,Liuzzi,ITA,RBR Cosworth,1,2005
25,Doornbos,MON,Minardi Cosworth,0,2005
