1,Verstappen,NED,Red Bull Racing Honda,395.5,2021
2,Hamilton,GBR,Mercedes,387.5,2021
3,Bottas,FIN,Mercedes,226,2021
4,Perez,MEX,Red Bull Racing Honda,190,2021
5,Sainz,ESP,Ferrari,164.5,2021
6,Norris,GBR,McLaren Mercedes,160,2021
7,Leclerc,MON,Ferrari,159,2021
8,Ricciardo,AUS,McLaren Mercedes,115,2021
9,Gasly,FRA,AlphaTauri Honda,110,2021
10,Alonso,ESP,Alpine Renault,81,2021
11,Ocon,FRA,Alpine Renault,74,2021
12,Vettel,GER,Aston Martin Mercedes,43,2021
13,Stroll,CAN,Aston Martin Mercedes,34,2021
14,Tsunoda,JPN,AlphaTauri Honda,32,2021
15,Russell,GBR,Williams Mercedes,16,2021
16,Räikkönen,FIN,Alfa Romeo Racing Ferrari,10,2021
17,Latifi,CAN,Williams Mercedes,7,2021
18,Giovinazzi,ITA,Alfa Romeo Racing Ferrari,3,2021
19,Schumacher,GER,Haas Ferrari,0,2021
20,Kubica,POL,Alfa Romeo Racing Ferrari,0,2021
21,Mazepin,RAF,Haas Ferrari,0,2021
