1,Senna,BRA,McLaren Honda,78,1990
2,Prost,FRA,Ferrari,71,1990
3,Piquet,BRA,Benetton Ford,43,1990
3,Berger,AUT,McLaren Honda,43,1990
5,Mansell,GBR,Ferrari,37,1990
6,Boutsen,BEL,Williams Renault,34,1990
7,Patrese,ITA,Williams Renault,23,1990
8,Nannini,ITA,Benetton Ford,21,1990
9,Alesi,FRA,Tyrrell Ford,13,1990
10,Capelli,ITA,Leyton House Judd,6,1990
10,Moreno,BRA,Benetton Ford,6,1990
12,Suzuki,JPN,Lola Lamborghini,6,1990
13,Bernard,FRA,Lola Lamborghini,5,1990
14,Warwick,GBR,Lotus Lamborghini,3,1990
15,Nakajima,JPN,Tyrrell Ford,3,1990
16,Caffi,ITA,Arrows Ford,2,1990
16,Modena,ITA,Brabham Judd,2,1990
18,Gugelmin,BRA,Leyton House Judd,1,1990
