1,Fangio,ARG,Mercedes-Benz,42,1954
2,Gonzalez,ARG,Ferrari,25.1,1954
3,Hawthorn,GBR,Ferrari,24.6,1954
4,Trintignant,FRA,Ferrari,17,1954
5,Kling,GER,Mercedes-Benz,12,1954
6,Vukovich,USA,Kurtis Kraft Offenhauser,8,1954
6,Herrmann,GER,Mercedes-Benz,8,1954
8,Farina,ITA,Ferrari,6,1954
8,Bryan,USA,Kuzma Offenhauser,6,1954
8,Musso,ITA,Maserati,6,1954
8,Mieres,ARG,Maserati,6,1954
12,McGrath,USA,Kurtis Kraft Offenhauser,5,1954
13,Moss,GBR,Maserati,4.1,1954
13,Marimon,ARG,Maserati,4.1,1954
15,Manzon,FRA,Ferrari,4,1954
15,Mantovani,ITA,Maserati,4,1954
17,Bira,THA,Maserati,3,1954
18,Bayol,FRA,Gordini,2,1954
18,Nazaruk,USA,Kurtis Kraft Offenhauser,2,1954
18,Pilette,BEL,Gordini,2,1954
18,Villoresi,ITA,Lancia,2,1954
18,Maglioli,ITA,Ferrari,2,1954
23,Ruttman,USA,Kurtis Kraft Offenhauser,1.5,1954
23,Carter,USA,Kurtis Kraft Offenhauser,1.5,1954
25,Ascari,ITA,Lancia,1.1,1954
26,Behra,FRA,Gordini,0.1,1954
