1,Rosberg,FIN,Williams Ford,44,1982
2,Pironi,FRA,Ferrari,39,1982
2,Watson,GBR,McLaren Ford,39,1982
4,Prost,FRA,Renault,34,1982
5,Lauda,AUT,McLaren Ford,30,1982
6,Arnoux,FRA,Renault,28,1982
7,Tambay,FRA,Ferrari,25,1982
7,Alboreto,ITA,Tyrrell Ford,25,1982
9,de Angelis,ITA,Lotus Ford,23,1982
10,Patrese,ITA,Brabham BMW,21,1982
11,Piquet,BRA,Brabham BMW,20,1982
12,Cheever,USA,Ligier Matra,15,1982
13,Daly,IRL,Williams Ford,8,1982
14,Mansell,GBR,Lotus Ford,7,1982
15,Reutemann,ARG,Williams Ford,6,1982
15,Villeneuve,CAN,Ferrari,6,1982
17,de Cesaris,ITA,Alfa Romeo,5,1982
17,Laffite,FRA,Ligier Matra,5,1982
19,Andretti,USA,Ferrari,4,1982
20,Jarier,FRA,Osella Ford,3,1982
20,Surer,SUI,Arrows Ford,3,1982
22,Winkelhock,GER,ATS Ford,2,1982
22,Salazar,CHI,ATS Ford,2,1982
22,Giacomelli,ITA,Alfa Romeo,2,1982
22,Baldi,ITA,Arrows Ford,2,1982
26,Serra,BRA,Fittipaldi Ford,1,1982
