1,Schumacher,GER,Benetton Renault,102,1995
2,Hill,GBR,Williams Renault,69,1995
3,Coulthard,GBR,Williams Renault,49,1995
4,Herbert,GBR,Benetton Renault,45,1995
5,Alesi,FRA,Ferrari,42,1995
6,Berger,AUT,Ferrari,31,1995
7,Hakkinen,FIN,McLaren Mercedes,17,1995
8,Panis,FRA,Ligier Mugen Honda,16,1995
9,Frentzen,GER,Sauber Ford,15,1995
10,Blundell,GBR,McLaren Mercedes,13,1995
11,Barrichello,BRA,Jordan Peugeot,11,1995
12,Irvine,GBR,Jordan Peugeot,10,1995
13,Brundle,GBR,Ligier Mugen Honda,7,1995
14,Morbidelli,ITA,Footwork Hart,5,1995
15,Salo,FIN,Tyrrell Yamaha,5,1995
16,Boullion,FRA,Sauber Ford,3,1995
17,Suzuki,JPN,Ligier Mugen Honda,1,1995
18,Lamy,POR,Minardi Ford,1,1995
