1,Prost,FRA,McLaren TAG,72,1986
2,Mansell,GBR,Williams Honda,70,1986
3,Piquet,BRA,Williams Honda,69,1986
4,Senna,BRA,Lotus Renault,55,1986
5,Johansson,SWE,Ferrari,23,1986
6,Rosberg,FIN,McLaren TAG,22,1986
7,Berger,AUT,Benetton BMW,17,1986
8,Laffite,FRA,Ligier Renault,14,1986
9,Alboreto,ITA,Ferrari,14,1986
10,Arnoux,FRA,Ligier Renault,14,1986
11,Brundle,GBR,Tyrrell Renault,8,1986
12,Jones,AUS,Lola Ford,4,1986
13,Dumfries,GBR,Lotus Renault,3,1986
14,Streiff,FRA,Tyrrell Renault,3,1986
15,Fabi,ITA,Benetton BMW,2,1986
16,Tambay,FRA,Lola Ford,2,1986
17,Patrese,ITA,Brabham BMW,2,1986
18,Alliot,FRA,Ligier Renault,1,1986
19,Danner,GER,Arrows BMW,1,1986
