1,Lauda,AUT,McLaren TAG,72,1984
2,Prost,FRA,McLaren TAG,71.5,1984
3,de Angelis,ITA,Lotus Renault,34,1984
4,Alboreto,ITA,Ferrari,30.5,1984
5,Piquet,BRA,Brabham BMW,29,1984
6,Arnoux,FRA,Ferrari,27,1984
7,Warwick,GBR,Renault,23,1984
8,Rosberg,FIN,Williams Honda,20.5,1984
9,Senna,BRA,Toleman Hart,13,1984
10,Mansell,GBR,Lotus Renault,13,1984
11,Tambay,FRA,Renault,11,1984
12,Fabi,ITA,Brabham BMW,9,1984
13,Patrese,ITA,Alfa Romeo,8,1984
14,Laffite,FRA,Williams Honda,5,1984
15,Boutsen,BEL,Arrows BMW,5,1984
16,Cheever,USA,Alfa Romeo,3,1984
17,Johansson,SWE,Toleman Hart,3,1984
18,de Cesaris,ITA,Ligier Renault,3,1984
19,Ghinzani,ITA,Osella Alfa Romeo,2,1984
20,Surer,SUI,Arrows BMW,1,1984
