1,Fittipaldi,BRA,McLaren Ford,55,1974
2,Regazzoni,SUI,Ferrari,52,1974
3,Scheckter,RSA,Tyrrell Ford,45,1974
4,Lauda,AUT,Ferrari,38,1974
5,Peterson,SWE,Lotus Ford,35,1974
6,Reutemann,ARG,Brabham Ford,32,1974
7,Hulme,NZL,McLaren Ford,20,1974
8,Hunt,GBR,Hesketh Ford,15,1974
9,Depailler,FRA,Tyrrell Ford,14,1974
10,Ickx,BEL,Lotus Ford,12,1974
10,Hailwood,GBR,McLaren Ford,12,1974
12,Pace,BRA,Brabham Ford,11,1974
13,Beltoise,FRA,BRM,10,1974
14,Jarier,FRA,Shadow Ford,6,1974
14,Watson,GBR,Brabham Ford,6,1974
16,Stuck,GER,March Ford,5,1974
17,Merzario,ITA,Iso Marlboro Ford,4,1974
18,Hill,GBR,Lola Ford,1,1974
18,Pryce,GBR,Shadow Ford,1,1974
18,Brambilla,ITA,March Ford,1,1974
