1,Alonso,ESP,Renault,134,2006
2,Schumacher,GER,Ferrari,121,2006
3,Massa,BRA,Ferrari,80,2006
4,Fisichella,ITA,Renault,72,2006
5,Räikkönen,FIN,McLaren Mercedes,65,2006
6,Button,GBR,Honda,56,2006
7,Barrichello,BRA,Honda,30,2006
8,Montoya,COL,McLaren Mercedes,26,2006
9,Heidfeld,GER,Sauber BMW,23,2006
10,Schumacher,GER,Toyota,20,2006
11,de la Rosa,ESP,McLaren Mercedes,19,2006
12,Trulli,ITA,Toyota,15,2006
13,Coulthard,GBR,RBR Ferrari,14,2006
14,Webber,AUS,Williams Cosworth,7,2006
15,Villeneuve,CAN,Sauber BMW,7,2006
16,Kubica,POL,Sauber BMW,6,2006
17,Rosberg,GER,Williams Cosworth,4,2006
18,Klien,AUT,RBR Ferrari,2,2006
19,Liuzzi,ITA,STR Cosworth,1,2006
20,Speed,USA,STR Cosworth,0,2006
21,Monteiro,POR,MF1 Toyota,0,2006
22,Albers,NED,MF1 Toyota,0,2006
23,Sato,JPN,Super Aguri Honda,0,2006
24,Doornbos,NED,RBR Ferrari,0,2006
25,Ide,JPN,Super Aguri Honda,0,2006
26,Yamamoto,JPN,Super Aguri Honda,0,2006
27,Montagny,FRA,Super Aguri Honda,0,2006
