1,Clark,GBR,Lotus Climax,54,1963
2,Hill,GBR,BRM,29,1963
2,Ginther,USA,BRM,29,1963
4,Surtees,GBR,Ferrari,22,1963
5,Gurney,USA,Brabham Climax,19,1963
6,McLaren,NZL,Cooper Climax,17,1963
7,Brabham,AUS,Brabham Climax,14,1963
8,Maggs,RSA,Cooper Climax,9,1963
9,Ireland,GBR,BRP BRM,6,1963
9,Bandini,ITA,Ferrari,6,1963
9,Bonnier,SWE,Cooper Climax,6,1963
12,Mitter,GER,Porsche,3,1963
12,Hall,USA,Lotus BRM,3,1963
14,de Beaufort,NED,Porsche,2,1963
15,Taylor,GBR,Lotus Climax,1,1963
15,Scarfiotti,ITA,Ferrari,1,1963
15,Siffert,SUI,Lotus BRM,1,1963
18,Mairesse,BEL,Ferrari,0,1963
18,Trintignant,FRA,BRM,0,1963
18,Settember,USA,Scirocco BRM,0,1963
18,Bianchi,BEL,Lola Climax,0,1963
18,Hill,USA,ATS,0,1963
18,Baghetti,ITA,ATS,0,1963
18,Amon,NZL,Lotus BRM,0,1963
18,Gregory,USA,null,0,1963
18,Anderson,GBR,Lola Climax,0,1963
18,Raby,GBR,Gilby BRM,0,1963
18,Campbell-Jones,GBR,Lola Climax,0,1963
18,Burgess,GBR,Scirocco BRM,0,1963
18,Hailwood,GBR,null,0,1963
18,de Araujo Cabral,POR,Cooper Climax,0,1963
18,Collomb,FRA,Lotus Climax,0,1963
18,Spence,GBR,Lotus Climax,0,1963
18,Broeker,CAN,Stebro Ford,0,1963
18,Ward,USA,Lotus BRM,0,1963
18,Rodriguez,MEX,Lotus Climax,0,1963
18,Sharp,USA,Lotus BRM,0,1963
18,Solana,MEX,BRM,0,1963
18,Serrurier,RSA,LDS Alfa Romeo,0,1963
18,Blokdyk,RSA,Cooper Maserati,0,1963
18,Niemann,RSA,Lotus Ford,0,1963
18,Love,RHO,Cooper Climax,0,1963
18,Pieterse,RSA,Lotus Climax,0,1963
18,de Klerk,RSA,Alfa Romeo,0,1963
18,Tingle,RHO,LDS Alfa Romeo,0,1963
18,Prophet,GBR,Brabham Ford,0,1963
