1,Hill,GBR,Lotus Ford,48,1968
2,Stewart,GBR,Matra Ford,36,1968
3,Hulme,NZL,McLaren Ford,33,1968
4,Ickx,BEL,Ferrari,27,1968
5,McLaren,NZL,McLaren Ford,22,1968
6,Rodriguez,MEX,BRM,18,1968
7,Siffert,SUI,Lotus Ford,12,1968
7,Surtees,GBR,Honda,12,1968
9,Beltoise,FRA,Matra,11,1968
10,Amon,NZL,Ferrari,10,1968
11,Clark,GBR,Lotus Ford,9,1968
12,Rindt,AUT,Brabham Repco,8,1968
13,Attwood,GBR,BRM,6,1968
13,Servoz-Gavin,FRA,Matra Ford,6,1968
13,Oliver,GBR,Lotus Ford,6,1968
13,Scarfiotti,ITA,Cooper BRM,6,1968
17,Bianchi,BEL,Cooper BRM,5,1968
17,Elford,GBR,Cooper BRM,5,1968
19,Redman,GBR,Cooper BRM,4,1968
19,Courage,GBR,BRM,4,1968
21,Gurney,USA,McLaren Ford,3,1968
21,Bonnier,SWE,Honda,3,1968
23,Moser,SUI,Brabham Repco,2,1968
23,Brabham,AUS,Brabham Repco,2,1968
