1,Hamilton,GBR,Mercedes,363,2017
2,Vettel,GER,Ferrari,317,2017
3,Bottas,FIN,Mercedes,305,2017
4,Räikkönen,FIN,Ferrari,205,2017
5,Ricciardo,AUS,Red Bull Racing TAG Heuer,200,2017
6,Verstappen,NED,Red Bull Racing TAG Heuer,168,2017
7,Perez,MEX,Force India Mercedes,100,2017
8,Ocon,FRA,Force India Mercedes,87,2017
9,Sainz,ESP,Renault,54,2017
10,Hulkenberg,GER,Renault,43,2017
11,Massa,BRA,Williams Mercedes,43,2017
12,Stroll,CAN,Williams Mercedes,40,2017
13,Grosjean,FRA,Haas Ferrari,28,2017
14,Magnussen,DEN,Haas Ferrari,19,2017
15,Alonso,ESP,McLaren Honda,17,2017
16,Vandoorne,BEL,McLaren Honda,13,2017
17,Palmer,GBR,Renault,8,2017
18,Wehrlein,GER,Sauber Ferrari,5,2017
19,Kvyat,RUS,Toro Rosso,5,2017
20,Ericsson,SWE,Sauber Ferrari,0,2017
21,Gasly,FRA,Toro Rosso,0,2017
22,Giovinazzi,ITA,Sauber Ferrari,0,2017
23,Hartley,NZL,Toro Rosso,0,2017
