1,Lauda,AUT,Ferrari,64.5,1975
2,Fittipaldi,BRA,McLaren Ford,45,1975
3,Reutemann,ARG,Brabham Ford,37,1975
4,Hunt,GBR,Hesketh Ford,33,1975
5,Regazzoni,SUI,Ferrari,25,1975
6,Pace,BRA,Brabham Ford,24,1975
7,Scheckter,RSA,Tyrrell Ford,20,1975
7,Mass,GER,McLaren Ford,20,1975
9,Depailler,FRA,Tyrrell Ford,12,1975
10,Pryce,GBR,Shadow Ford,8,1975
11,Brambilla,ITA,March Ford,6.5,1975
12,Laffite,FRA,Frank Williams Racing Cars/Williams,6,1975
12,Peterson,SWE,Lotus Ford,6,1975
14,Andretti,USA,Parnelli Ford,5,1975
15,Donohue,USA,March Ford,4,1975
16,Ickx,BEL,Lotus Ford,3,1975
17,Jones,AUS,Hill Ford,2,1975
18,Jarier,FRA,Shadow Ford,1.5,1975
19,Brise,GBR,Hill Ford,1,1975
19,van Lennep,NED,Ensign Ford,1,1975
21,Lombardi,ITA,Frank Williams Racing Cars/Williams,0.5,1975
