1,Rindt,AUT,Lotus Ford,45,1970
2,Ickx,BEL,Ferrari,40,1970
3,Regazzoni,SUI,Ferrari,33,1970
4,Hulme,NZL,McLaren Ford,27,1970
5,Brabham,AUS,Brabham Ford,25,1970
5,Stewart,GBR,Tyrrell Ford,25,1970
7,Rodriguez,MEX,BRM,23,1970
7,Amon,NZL,March Ford,23,1970
9,Beltoise,FRA,Matra,16,1970
10,Fittipaldi,BRA,Lotus Ford,12,1970
11,Stommelen,GER,Brabham Ford,10,1970
12,Pescarolo,FRA,Matra,8,1970
13,Hill,GBR,Lotus Ford,7,1970
14,McLaren,NZL,McLaren Ford,6,1970
15,Andretti,USA,March Ford,4,1970
15,Wisell,SWE,Lotus Ford,4,1970
17,Giunti,ITA,Ferrari,3,1970
17,Surtees,GBR,Surtees Ford,3,1970
19,Miles,GBR,Lotus Ford,2,1970
19,Servoz-Gavin,FRA,March Ford,2,1970
19,Oliver,GBR,BRM,2,1970
22,Gurney,USA,McLaren Ford,1,1970
22,Cevert,FRA,March Ford,1,1970
22,Gethin,GBR,McLaren Ford,1,1970
22,Bell,GBR,Surtees Ford,1,1970
