1,Clark,GBR,Lotus Climax,54,1965
2,Hill,GBR,BRM,40,1965
3,Stewart,GBR,BRM,33,1965
4,Gurney,USA,Brabham Climax,25,1965
5,Surtees,GBR,Ferrari,17,1965
6,Bandini,ITA,Ferrari,13,1965
7,Ginther,USA,Honda,11,1965
8,Spence,GBR,Lotus Climax,10,1965
8,McLaren,NZL,Cooper Climax,10,1965
10,Brabham,AUS,Brabham Climax,9,1965
11,Hulme,NZL,Brabham Climax,5,1965
11,Siffert,SUI,Brabham BRM,5,1965
13,Rindt,AUT,Cooper Climax,4,1965
14,Rodriguez,MEX,Ferrari,2,1965
14,Bucknum,USA,Honda,2,1965
14,Attwood,GBR,Lotus BRM,2,1965
