1,Hamilton,GBR,Mercedes,413,2019
2,Bottas,FIN,Mercedes,326,2019
3,Verstappen,NED,Red Bull Racing Honda,278,2019
4,Leclerc,MON,Ferrari,264,2019
5,Vettel,GER,Ferrari,240,2019
6,Sainz,ESP,McLaren Renault,96,2019
7,Gasly,FRA,Scuderia Toro Rosso Honda,95,2019
8,Albon,THA,Red Bull Racing Honda,92,2019
9,Ricciardo,AUS,Renault,54,2019
10,Perez,MEX,Racing Point BWT Mercedes,52,2019
11,Norris,GBR,McLaren Renault,49,2019
12,Räikkönen,FIN,Alfa Romeo Racing Ferrari,43,2019
13,Kvyat,RUS,Scuderia Toro Rosso Honda,37,2019
14,Hulkenberg,GER,Renault,37,2019
15,Stroll,CAN,Racing Point BWT Mercedes,21,2019
16,Magnussen,DEN,Haas Ferrari,20,2019
17,Giovinazzi,ITA,Alfa Romeo Racing Ferrari,14,2019
18,Grosjean,FRA,Haas Ferrari,8,2019
19,Kubica,POL,Williams Mercedes,1,2019
20,Russell,GBR,Williams Mercedes,0,2019
