1,Andretti,USA,Lotus Ford,64,1978
2,Peterson,SWE,Lotus Ford,51,1978
3,Reutemann,ARG,Ferrari,48,1978
4,Lauda,AUT,Brabham Alfa Romeo,44,1978
5,Depailler,FRA,Tyrrell Ford,34,1978
6,Watson,GBR,Brabham Alfa Romeo,25,1978
7,Scheckter,RSA,Wolf Ford,24,1978
8,Laffite,FRA,Ligier Matra,19,1978
9,Villeneuve,CAN,Ferrari,17,1978
9,Fittipaldi,BRA,Fittipaldi Ford,17,1978
11,Jones,AUS,Williams Ford,11,1978
11,Patrese,ITA,Arrows Ford,11,1978
13,Hunt,GBR,McLaren Ford,8,1978
13,Tambay,FRA,McLaren Ford,8,1978
15,Pironi,FRA,Tyrrell Ford,7,1978
16,Regazzoni,SUI,Shadow Ford,4,1978
17,Jabouille,FRA,Renault,3,1978
18,Stuck,GER,Shadow Ford,2,1978
19,Rebaque,MEX,Lotus Ford,1,1978
19,Brambilla,ITA,Surtees Ford,1,1978
19,Daly,IRL,Ensign Ford,1,1978
