1,Fangio,ARG,Mercedes-Benz,40,1955
2,Moss,GBR,Mercedes-Benz,23,1955
3,Castellotti,ITA,Ferrari,12,1955
4,Trintignant,FRA,Ferrari,11.3,1955
5,Farina,ITA,Ferrari,10.3,1955
6,Taruffi,ITA,Mercedes-Benz,9,1955
7,Sweikert,USA,Kurtis Kraft Offenhauser,8,1955
8,Mieres,ARG,Maserati,7,1955
9,Musso,ITA,Maserati,6,1955
9,Behra,FRA,Maserati,6,1955
11,Kling,GER,Mercedes-Benz,5,1955
12,Davies,USA,Kurtis Kraft Offenhauser,4,1955
13,Russo,USA,Kurtis Kraft Offenhauser,3,1955
13,Bettenhausen,USA,Kurtis Kraft Offenhauser,3,1955
13,Thomson,USA,Kuzma Offenhauser,3,1955
13,Frere,BEL,Ferrari,3,1955
17,Gonzalez,ARG,Ferrari,2,1955
17,Perdisa,ITA,Maserati,2,1955
17,Villoresi,ITA,Lancia,2,1955
17,Menditeguy,ARG,Maserati,2,1955
21,Maglioli,ITA,Ferrari,1.3,1955
22,Herrmann,GER,Mercedes-Benz,1,1955
22,Faulkner,USA,Kurtis Kraft Offenhauser,1,1955
22,Homeier,USA,Kurtis Kraft Offenhauser,1,1955
22,Vukovich,USA,Kurtis Kraft Offenhauser,1,1955
