1,Button,GBR,Brawn Mercedes,95,2009
2,Vettel,GER,RBR Renault,84,2009
3,Barrichello,BRA,Brawn Mercedes,77,2009
4,Webber,AUS,RBR Renault,69.5,2009
5,Hamilton,GBR,McLaren Mercedes,49,2009
6,Räikkönen,FIN,Ferrari,48,2009
7,Rosberg,GER,Williams Toyota,34.5,2009
8,Trulli,ITA,Toyota,32.5,2009
9,Alonso,ESP,Renault,26,2009
10,Glock,GER,Toyota,24,2009
11,Massa,BRA,Ferrari,22,2009
12,Kovalainen,FIN,McLaren Mercedes,22,2009
13,Heidfeld,GER,Sauber BMW,19,2009
14,Kubica,POL,Sauber BMW,17,2009
15,Fisichella,ITA,Ferrari,8,2009
16,Buemi,SUI,STR Ferrari,6,2009
17,Sutil,GER,Force India Mercedes,5,2009
18,Kobayashi,JPN,Toyota,3,2009
19,Bourdais,FRA,STR Ferrari,2,2009
20,Nakajima,JPN,Williams Toyota,0,2009
21,Piquet,BRA,Renault,0,2009
22,Liuzzi,ITA,Force India Mercedes,0,2009
23,Grosjean,FRA,Renault,0,2009
24,Alguersuari,ESP,STR Ferrari,0,2009
25,Badoer,ITA,Ferrari,0,2009
