1,Piquet,BRA,Brabham BMW,59,1983
2,Prost,FRA,Renault,57,1983
3,Arnoux,FRA,Ferrari,49,1983
4,Tambay,FRA,Ferrari,40,1983
5,Rosberg,FIN,Williams Honda,27,1983
6,Watson,GBR,McLaren Ford,22,1983
7,Cheever,USA,Renault,22,1983
8,de Cesaris,ITA,Alfa Romeo,15,1983
9,Patrese,ITA,Brabham BMW,13,1983
10,Lauda,AUT,McLaren TAG,12,1983
11,Laffite,FRA,Williams Honda,11,1983
12,Alboreto,ITA,Tyrrell Ford,10,1983
13,Mansell,GBR,Lotus Renault,10,1983
14,Warwick,GBR,Toleman Hart,9,1983
15,Surer,SUI,Arrows Ford,4,1983
16,Baldi,ITA,Alfa Romeo,3,1983
17,de Angelis,ITA,Lotus Renault,2,1983
18,Sullivan,USA,Tyrrell Ford,2,1983
19,Giacomelli,ITA,Toleman Hart,1,1983
20,Cecotto,VEN,Theodore Ford,1,1983
