1,Ascari,ITA,Ferrari,34.5,1953
2,Fangio,ARG,Maserati,27.5,1953
3,Farina,ITA,Ferrari,26,1953
4,Hawthorn,GBR,Ferrari,19,1953
5,Villoresi,ITA,Ferrari,17,1953
6,Gonzalez,ARG,Maserati,13.5,1953
7,Vukovich,USA,Kurtis Kraft Offenhauser,9,1953
8,de Graffenried,SUI,Maserati,7,1953
9,Bonetto,ITA,Maserati,6.5,1953
10,Cross,USA,Kurtis Kraft Offenhauser,6,1953
11,Marimon,ARG,Maserati,4,1953
11,Trintignant,FRA,Gordini,4,1953
13,Galvez,ARG,Maserati,2,1953
13,Hanks,USA,Kurtis Kraft Offenhauser,2,1953
13,Carter,USA,Kurtis Kraft Offenhauser,2,1953
13,McGrath,USA,Kurtis Kraft Offenhauser,2,1953
13,Lang,GER,Maserati,2,1953
18,Agabashian,USA,Kurtis Kraft Offenhauser,1.5,1953
18,Russo,USA,Kurtis Kraft Offenhauser,1.5,1953
