1,Schumacher,GER,Benetton Ford,92,1994
2,Hill,GBR,Williams Renault,91,1994
3,Berger,AUT,Ferrari,41,1994
4,Hakkinen,FIN,McLaren Peugeot,26,1994
5,Alesi,FRA,Ferrari,24,1994
6,Barrichello,BRA,Jordan Hart,19,1994
7,Brundle,GBR,McLaren Peugeot,16,1994
8,Coulthard,GBR,Williams Renault,14,1994
9,Mansell,GBR,Williams Renault,13,1994
10,Verstappen,NED,Benetton Ford,10,1994
11,Panis,FRA,Ligier Renault,9,1994
12,Blundell,GBR,Tyrrell Yamaha,8,1994
13,Frentzen,GER,Sauber Mercedes,7,1994
14,Larini,ITA,Ferrari,6,1994
15,Fittipaldi,BRA,Footwork Ford,6,1994
16,Irvine,GBR,Jordan Hart,6,1994
17,Katayama,JPN,Tyrrell Yamaha,5,1994
18,Bernard,FRA,Lotus Mugen Honda,4,1994
19,Wendlinger,AUT,Sauber Mercedes,4,1994
20,de Cesaris,ITA,Sauber Mercedes,4,1994
21,Martini,ITA,Minardi Ford,4,1994
22,Morbidelli,ITA,Footwork Ford,3,1994
23,Comas,FRA,Larrousse Ford,2,1994
24,Alboreto,ITA,Minardi Ford,1,1994
25,Jarvilehto,FIN,Sauber Mercedes,1,1994
