1,Hamilton,GBR,Mercedes,347,2020
2,Bottas,FIN,Mercedes,223,2020
3,Verstappen,NED,Red Bull Racing Honda,214,2020
4,Perez,MEX,Racing Point BWT Mercedes,125,2020
5,Ricciardo,AUS,Renault,119,2020
6,Sainz,ESP,McLaren Renault,105,2020
7,Albon,THA,Red Bull Racing Honda,105,2020
8,Leclerc,MON,Ferrari,98,2020
9,Norris,GBR,McLaren Renault,97,2020
10,Gasly,FRA,AlphaTauri Honda,75,2020
11,Stroll,CAN,Racing Point BWT Mercedes,75,2020
12,Ocon,FRA,Renault,62,2020
13,Vettel,GER,Ferrari,33,2020
14,Kvyat,RUS,AlphaTauri Honda,32,2020
15,Hulkenberg,GER,Racing Point BWT Mercedes,10,2020
16,Räikkönen,FIN,Alfa Romeo Racing Ferrari,4,2020
17,Giovinazzi,ITA,Alfa Romeo Racing Ferrari,4,2020
18,Russell,GBR,Williams Mercedes,3,2020
19,Grosjean,FRA,Haas Ferrari,2,2020
20,Magnussen,DEN,Haas Ferrari,1,2020
21,Latifi,CAN,Williams Mercedes,0,2020
22,Aitken,GBR,Williams Mercedes,0,2020
23,Fittipaldi,BRA,Haas Ferrari,0,2020
