1,Brabham,AUS,Brabham Repco,42,1966
2,Surtees,GBR,Cooper Maserati,28,1966
3,Rindt,AUT,Cooper Maserati,22,1966
4,Hulme,NZL,Brabham Repco,18,1966
5,Hill,GBR,BRM,17,1966
6,Clark,GBR,Lotus BRM,16,1966
7,Stewart,GBR,BRM,14,1966
8,Parkes,GBR,Ferrari,12,1966
8,Bandini,ITA,Ferrari,12,1966
10,Scarfiotti,ITA,Ferrari,9,1966
11,Ginther,USA,Honda,5,1966
12,Gurney,USA,Eagle Climax,4,1966
12,Spence,GBR,Lotus BRM,4,1966
14,Bondurant,USA,Eagle Weslake,3,1966
14,Siffert,SUI,Cooper Maserati,3,1966
14,McLaren,NZL,McLaren Ford,3,1966
17,Taylor,GBR,Brabham BRM,1,1966
17,Anderson,GBR,Brabham Climax,1,1966
17,Arundell,GBR,Lotus BRM,1,1966
17,Bonnier,SWE,Cooper Maserati,1,1966
