1,Vettel,GER,Red Bull Racing Renault,392,2011
2,Button,GBR,McLaren Mercedes,270,2011
3,Webber,AUS,Red Bull Racing Renault,258,2011
4,Alonso,ESP,Ferrari,257,2011
5,Hamilton,GBR,McLaren Mercedes,227,2011
6,Massa,BRA,Ferrari,118,2011
7,Rosberg,GER,Mercedes,89,2011
8,Schumacher,GER,Mercedes,76,2011
9,Sutil,GER,Force India Mercedes,42,2011
10,Petrov,RUS,Renault,37,2011
11,Heidfeld,GER,Renault,34,2011
12,Kobayashi,JPN,Sauber Ferrari,30,2011
13,di Resta,GBR,Force India Mercedes,27,2011
14,Alguersuari,ESP,STR Ferrari,26,2011
15,Buemi,SUI,STR Ferrari,15,2011
16,Perez,MEX,Sauber Ferrari,14,2011
17,Barrichello,BRA,Williams Cosworth,4,2011
18,Senna,BRA,Renault,2,2011
19,Maldonado,VEN,Williams Cosworth,1,2011
20,de la Rosa,ESP,Sauber Ferrari,0,2011
21,Trulli,ITA,Lotus Renault,0,2011
22,Kovalainen,FIN,Lotus Renault,0,2011
23,Liuzzi,ITA,HRT Cosworth,0,2011
24,d'Ambrosio,BEL,Virgin Cosworth,0,2011
25,Glock,GER,Virgin Cosworth,0,2011
26,Karthikeyan,IND,HRT Cosworth,0,2011
27,Ricciardo,AUS,HRT Cosworth,0,2011
28,Chandhok,IND,Lotus Renault,0,2011
