1,Schumacher,GER,Ferrari,144,2002
2,Barrichello,BRA,Ferrari,77,2002
3,Montoya,COL,Williams BMW,50,2002
4,Schumacher,GER,Williams BMW,42,2002
5,Coulthard,GBR,McLaren Mercedes,41,2002
6,Räikkönen,FIN,McLaren Mercedes,24,2002
7,Button,GBR,Renault,14,2002
8,Trulli,ITA,Renault,9,2002
9,Irvine,GBR,Jaguar Cosworth,8,2002
10,Heidfeld,GER,Sauber Petronas,7,2002
11,Fisichella,ITA,Jordan Honda,7,2002
12,Villeneuve,CAN,BAR Honda,4,2002
13,Massa,BRA,Sauber Petronas,4,2002
14,Panis,FRA,BAR Honda,3,2002
15,Sato,JPN,Jordan Honda,2,2002
16,Webber,AUS,Minardi Asiatech,2,2002
17,Salo,FIN,Toyota,2,2002
18,Frentzen,GER,Sauber Petronas,2,2002
19,McNish,GBR,Toyota,0,2002
20,Yoong,MAS,Minardi Asiatech,0,2002
21,de la Rosa,ESP,Jaguar Cosworth,0,2002
22,Bernoldi,BRA,Arrows Cosworth,0,2002
