Australia,18-Mar-07,Räikkönen,Ferrari,58,2007
Malaysia,8-Apr-07,Alonso,McLaren Mercedes,56,2007
Bahrain,15-Apr-07,Massa,Ferrari,57,2007
Spain,13-May-07,Massa,Ferrari,65,2007
Monaco,27-May-07,Alonso,McLaren Mercedes,78,2007
Canada,10-Jun-07,Hamilton,McLaren Mercedes,70,2007
United States,17-Jun-07,Hamilton,McLaren Mercedes,73,2007
France,1-Jul-07,Räikkönen,Ferrari,70,2007
Great Britain,8-Jul-07,Räikkönen,Ferrari,59,2007
Europe,22-Jul-07,Alonso,McLaren Mercedes,60,2007
Hungary,5-Aug-07,Hamilton,McLaren Mercedes,70,2007
Turkey,26-Aug-07,Massa,Ferrari,58,2007
Italy,9-Sep-07,Alonso,McLaren Mercedes,53,2007
Belgium,16-Sep-07,Räikkönen,Ferrari,44,2007
Japan,30-Sep-07,Hamilton,McLaren Mercedes,67,2007
China,7-Oct-07,Räikkönen,Ferrari,56,2007
Brazil,21-Oct-07,Räikkönen,Ferrari,71,2007
