Argentina,15-Jan-78,Andretti,Lotus Ford,52,1978
Brazil,29-Jan-78,Reutemann,Ferrari,63,1978
South Africa,4-Mar-78,Peterson,Lotus Ford,78,1978
USA West,2-Apr-78,Reutemann,Ferrari,80,1978
Monaco,7-May-78,Depailler,Tyrrell Ford,75,1978
Belgium,21-May-78,Andretti,Lotus Ford,70,1978
Spain,4-Jun-78,Andretti,Lotus Ford,75,1978
Sweden,17-Jun-78,Lauda,Brabham Alfa Romeo,70,1978
France,2-Jul-78,Andretti,Lotus Ford,54,1978
Great Britain,16-Jul-78,Reutemann,Ferrari,76,1978
Germany,30-Jul-78,Andretti,Lotus Ford,45,1978
Austria,13-Aug-78,Peterson,Lotus Ford,54,1978
Netherlands,27-Aug-78,Andretti,Lotus Ford,75,1978
Italy,10-Sep-78,Lauda,Brabham Alfa Romeo,40,1978
USA East,1-Oct-78,Reutemann,Ferrari,59,1978
Canada,8-Oct-78,Villeneuve,Ferrari,70,1978
