Australia,16-Mar-08,Hamilton,McLaren Mercedes,58,2008
Malaysia,23-Mar-08,Räikkönen,Ferrari,56,2008
Bahrain,6-Apr-08,Massa,Ferrari,57,2008
Spain,27-Apr-08,Räikkönen,Ferrari,66,2008
Turkey,11-May-08,Massa,Ferrari,58,2008
Monaco,25-May-08,Hamilton,McLaren Mercedes,76,2008
Canada,8-Jun-08,Kubica,Sauber BMW,70,2008
France,22-Jun-08,Massa,Ferrari,70,2008
Great Britain,6-Jul-08,Hamilton,McLaren Mercedes,60,2008
Germany,20-Jul-08,Hamilton,McLaren Mercedes,67,2008
Hungary,3-Aug-08,Kovalainen,McLaren Mercedes,70,2008
Europe,24-Aug-08,Massa,Ferrari,57,2008
Belgium,7-Sep-08,Massa,Ferrari,44,2008
Italy,14-Sep-08,Vettel,STR Ferrari,53,2008
Singapore,28-Sep-08,Alonso,Renault,61,2008
Japan,12-Oct-08,Alonso,Renault,67,2008
China,19-Oct-08,Hamilton,McLaren Mercedes,56,2008
Brazil,2-Nov-08,Massa,Ferrari,71,2008
