USA West,15-Mar-81,Jones,Williams Ford,80,1981
Brazil,29-Mar-81,Reutemann,Williams Ford,62,1981
Argentina,12-Apr-81,Piquet,Brabham Ford,53,1981
San Marino,3-May-81,Piquet,Brabham Ford,60,1981
Belgium,17-May-81,Reutemann,Williams Ford,54,1981
Monaco,31-May-81,Villeneuve,Ferrari,76,1981
Spain,21-Jun-81,Villeneuve,Ferrari,80,1981
France,5-Jul-81,Prost,Renault,80,1981
Great Britain,18-Jul-81,Watson,McLaren Ford,68,1981
Germany,2-Aug-81,Piquet,Brabham Ford,45,1981
Austria,16-Aug-81,Laffite,Ligier Matra,53,1981
Netherlands,30-Aug-81,Prost,Renault,72,1981
Italy,13-Sep-81,Prost,Renault,52,1981
Canada,27-Sep-81,Laffite,Ligier Matra,63,1981
Las Vegas,17-Oct-81,Jones,Williams Ford,75,1981
