Australia,12-Mar-00,Schumacher,Ferrari,58,2000
Brazil,26-Mar-00,Schumacher,Ferrari,71,2000
San Marino,9-Apr-00,Schumacher,Ferrari,62,2000
Great Britain,23-Apr-00,Coulthard,McLaren Mercedes,60,2000
Spain,7-May-00,Hakkinen,McLaren Mercedes,65,2000
Europe,21-May-00,Schumacher,Ferrari,67,2000
Monaco,4-Jun-00,Coulthard,McLaren Mercedes,78,2000
Canada,18-Jun-00,Schumacher,Ferrari,69,2000
France,2-Jul-00,Coulthard,McLaren Mercedes,72,2000
Austria,16-Jul-00,Hakkinen,McLaren Mercedes,71,2000
Germany,30-Jul-00,Barrichello,Ferrari,45,2000
Hungary,13-Aug-00,Hakkinen,McLaren Mercedes,77,2000
Belgium,27-Aug-00,Hakkinen,McLaren Mercedes,44,2000
Italy,10-Sep-00,Schumacher,Ferrari,53,2000
United States,24-Sep-00,Schumacher,Ferrari,73,2000
Japan,8-Oct-00,Schumacher,Ferrari,53,2000
Malaysia,22-Oct-00,Schumacher,Ferrari,56,2000
