United States,10-Mar-91,Senna,McLaren Honda,81,1991
Brazil,24-Mar-91,Senna,McLaren Honda,71,1991
San Marino,28-Apr-91,Senna,McLaren Honda,61,1991
Monaco,12-May-91,Senna,McLaren Honda,78,1991
Canada,2-Jun-91,Piquet,Benetton Ford,69,1991
Mexico,16-Jun-91,Patrese,Williams Renault,67,1991
France,7-Jul-91,Mansell,Williams Renault,72,1991
Great Britain,14-Jul-91,Mansell,Williams Renault,59,1991
Germany,28-Jul-91,Mansell,Williams Renault,45,1991
Hungary,11-Aug-91,Senna,McLaren Honda,77,1991
Belgium,25-Aug-91,Senna,McLaren Honda,44,1991
Italy,8-Sep-91,Mansell,Williams Renault,53,1991
Portugal,22-Sep-91,Patrese,Williams Renault,71,1991
Spain,29-Sep-91,Mansell,Williams Renault,65,1991
Japan,20-Oct-91,Berger,McLaren Honda,53,1991
Australia,3-Nov-91,Senna,McLaren Honda,14,1991
