Australia,7-Mar-04,Schumacher,Ferrari,58,2004
Malaysia,21-Mar-04,Schumacher,Ferrari,56,2004
Bahrain,4-Apr-04,Schumacher,Ferrari,57,2004
San Marino,25-Apr-04,Schumacher,Ferrari,62,2004
Spain,9-May-04,Schumacher,Ferrari,66,2004
Monaco,23-May-04,Trulli,Renault,77,2004
Europe,30-May-04,Schumacher,Ferrari,60,2004
Canada,13-Jun-04,Schumacher,Ferrari,70,2004
United States,20-Jun-04,Schumacher,Ferrari,73,2004
France,4-Jul-04,Schumacher,Ferrari,70,2004
Great Britain,11-Jul-04,Schumacher,Ferrari,60,2004
Germany,25-Jul-04,Schumacher,Ferrari,66,2004
Hungary,15-Aug-04,Schumacher,Ferrari,70,2004
Belgium,29-Aug-04,Räikkönen,McLaren Mercedes,44,2004
Italy,12-Sep-04,Barrichello,Ferrari,53,2004
China,26-Sep-04,Barrichello,Ferrari,56,2004
Japan,10-Oct-04,Schumacher,Ferrari,53,2004
Brazil,24-Oct-04,Montoya,Williams BMW,71,2004
