Australia,15-Mar-15,Hamilton,Mercedes,58,2015
Malaysia,29-Mar-15,Vettel,Ferrari,56,2015
China,12-Apr-15,Hamilton,Mercedes,56,2015
Bahrain,19-Apr-15,Hamilton,Mercedes,57,2015
Spain,10-May-15,Rosberg,Mercedes,66,2015
Monaco,24-May-15,Rosberg,Mercedes,78,2015
Canada,7-Jun-15,Hamilton,Mercedes,70,2015
Austria,21-Jun-15,Rosberg,Mercedes,71,2015
Great Britain,5-Jul-15,Hamilton,Mercedes,52,2015
Hungary,26-Jul-15,Vettel,Ferrari,69,2015
Belgium,23-Aug-15,Hamilton,Mercedes,43,2015
Italy,6-Sep-15,Hamilton,Mercedes,53,2015
Singapore,20-Sep-15,Vettel,Ferrari,61,2015
Japan,27-Sep-15,Hamilton,Mercedes,53,2015
Russia,11-Oct-15,Hamilton,Mercedes,53,2015
United States,25-Oct-15,Hamilton,Mercedes,56,2015
Mexico,1-Nov-15,Rosberg,Mercedes,71,2015
Brazil,15-Nov-15,Rosberg,Mercedes,71,2015
Abu Dhabi,29-Nov-15,Rosberg,Mercedes,55,2015
