Bahrain,28-Mar-21,Hamilton,Mercedes,56,2021
Emilia Romagna,18-Apr-21,Verstappen,Red Bull Racing Honda,63,2021
Portugal,2-May-21,Hamilton,Mercedes,66,2021
Spain,9-May-21,Hamilton,Mercedes,66,2021
Monaco,23-May-21,Verstappen,Red Bull Racing Honda,78,2021
Azerbaijan,6-Jun-21,Perez,Red Bull Racing Honda,51,2021
France,20-Jun-21,Verstappen,Red Bull Racing Honda,53,2021
Styria,27-Jun-21,Verstappen,Red Bull Racing Honda,71,2021
Austria,4-Jul-21,Verstappen,Red Bull Racing Honda,71,2021
Great Britain,18-Jul-21,Hamilton,Mercedes,52,2021
Hungary,1-Aug-21,Ocon,Alpine Renault,70,2021
Belgium,29-Aug-21,Verstappen,Red Bull Racing Honda,1,2021
Netherlands,5-Sep-21,Verstappen,Red Bull Racing Honda,72,2021
Italy,12-Sep-21,Ricciardo,McLaren Mercedes,53,2021
Russia,26-Sep-21,Hamilton,Mercedes,53,2021
Turkey,10-Oct-21,Bottas,Mercedes,58,2021
United States,24-Oct-21,Verstappen,Red Bull Racing Honda,56,2021
Mexico,7-Nov-21,Verstappen,Red Bull Racing Honda,71,2021
Brazil,14-Nov-21,Hamilton,Mercedes,71,2021
Qatar,21-Nov-21,Hamilton,Mercedes,57,2021
Saudi Arabia,5-Dec-21,Hamilton,Mercedes,50,2021
Abu Dhabi,12-Dec-21,Verstappen,Red Bull Racing Honda,58,2021
