Australia,25-Mar-18,Vettel,Ferrari,58,2018
Bahrain,8-Apr-18,Vettel,Ferrari,57,2018
China,15-Apr-18,Ricciardo,Red Bull Racing TAG Heuer,56,2018
Azerbaijan,29-Apr-18,Hamilton,Mercedes,51,2018
Spain,13-May-18,Hamilton,Mercedes,66,2018
Monaco,27-May-18,Ricciardo,Red Bull Racing TAG Heuer,78,2018
Canada,10-Jun-18,Vettel,Ferrari,68,2018
France,24-Jun-18,Hamilton,Mercedes,53,2018
Austria,1-Jul-18,Verstappen,Red Bull Racing TAG Heuer,71,2018
Great Britain,8-Jul-18,Vettel,Ferrari,52,2018
Germany,22-Jul-18,Hamilton,Mercedes,67,2018
Hungary,29-Jul-18,Hamilton,Mercedes,70,2018
Belgium,26-Aug-18,Vettel,Ferrari,44,2018
Italy,2-Sep-18,Hamilton,Mercedes,53,2018
Singapore,16-Sep-18,Hamilton,Mercedes,61,2018
Russia,30-Sep-18,Hamilton,Mercedes,53,2018
Japan,7-Oct-18,Hamilton,Mercedes,53,2018
United States,21-Oct-18,Räikkönen,Ferrari,56,2018
Mexico,28-Oct-18,Verstappen,Red Bull Racing TAG Heuer,71,2018
Brazil,11-Nov-18,Hamilton,Mercedes,71,2018
Abu Dhabi,25-Nov-18,Hamilton,Mercedes,55,2018
