Australia,17-Mar-19,Bottas,Mercedes,58,2019
Bahrain,31-Mar-19,Hamilton,Mercedes,57,2019
China,14-Apr-19,Hamilton,Mercedes,56,2019
Azerbaijan,28-Apr-19,Bottas,Mercedes,51,2019
Spain,12-May-19,Hamilton,Mercedes,66,2019
Monaco,26-May-19,Hamilton,Mercedes,78,2019
Canada,9-Jun-19,Hamilton,Mercedes,70,2019
France,23-Jun-19,Hamilton,Mercedes,53,2019
Austria,30-Jun-19,Verstappen,Red Bull Racing Honda,71,2019
Great Britain,14-Jul-19,Hamilton,Mercedes,52,2019
Germany,28-Jul-19,Verstappen,Red Bull Racing Honda,64,2019
Hungary,4-Aug-19,Hamilton,Mercedes,70,2019
Belgium,1-Sep-19,Leclerc,Ferrari,44,2019
Italy,8-Sep-19,Leclerc,Ferrari,53,2019
Singapore,22-Sep-19,Vettel,Ferrari,61,2019
Russia,29-Sep-19,Hamilton,Mercedes,53,2019
Japan,13-Oct-19,Bottas,Mercedes,52,2019
Mexico,27-Oct-19,Hamilton,Mercedes,71,2019
United States,3-Nov-19,Bottas,Mercedes,56,2019
Brazil,17-Nov-19,Verstappen,Red Bull Racing Honda,71,2019
Abu Dhabi,1-Dec-19,Hamilton,Mercedes,55,2019
