Austria,5-Jul-20,Bottas,Mercedes,71,2020
Styria,12-Jul-20,Hamilton,Mercedes,71,2020
Hungary,19-Jul-20,Hamilton,Mercedes,70,2020
Great Britain,2-Aug-20,Hamilton,Mercedes,52,2020
70th Anniversary,9-Aug-20,Verstappen,Red Bull Racing Honda,52,2020
Spain,16-Aug-20,Hamilton,Mercedes,66,2020
Belgium,30-Aug-20,Hamilton,Mercedes,44,2020
Italy,6-Sep-20,Gasly,AlphaTauri Honda,53,2020
Tuscany,13-Sep-20,Hamilton,Mercedes,59,2020
Russia,27-Sep-20,Bottas,Mercedes,53,2020
Eifel,11-Oct-20,Hamilton,Mercedes,60,2020
Portugal,25-Oct-20,Hamilton,Mercedes,66,2020
Emilia Romagna,1-Nov-20,Hamilton,Mercedes,63,2020
Turkey,15-Nov-20,Hamilton,Mercedes,58,2020
Bahrain,29-Nov-20,Hamilton,Mercedes,57,2020
Sakhir,6-Dec-20,Perez,Racing Point BWT Mercedes,87,2020
Abu Dhabi,13-Dec-20,Verstappen,Red Bull Racing Honda,55,2020
