Australia,9-Mar-03,Coulthard,McLaren Mercedes,58,2003
Malaysia,23-Mar-03,Räikkönen,McLaren Mercedes,56,2003
Brazil,6-Apr-03,Fisichella,Jordan Ford,54,2003
San Marino,20-Apr-03,Schumacher,Ferrari,62,2003
Spain,4-May-03,Schumacher,Ferrari,65,2003
Austria,18-May-03,Schumacher,Ferrari,69,2003
Monaco,1-Jun-03,Montoya,Williams BMW,78,2003
Canada,15-Jun-03,Schumacher,Ferrari,70,2003
Europe,29-Jun-03,Schumacher,Williams BMW,60,2003
France,6-Jul-03,Schumacher,Williams BMW,70,2003
Great Britain,20-Jul-03,Barrichello,Ferrari,60,2003
Germany,3-Aug-03,Montoya,Williams BMW,67,2003
Hungary,24-Aug-03,Alonso,Renault,70,2003
Italy,14-Sep-03,Schumacher,Ferrari,53,2003
United States,28-Sep-03,Schumacher,Ferrari,73,2003
Japan,12-Oct-03,Barrichello,Ferrari,53,2003
