South Africa,1-Mar-92,Mansell,Williams Renault,72,1992
Mexico,22-Mar-92,Mansell,Williams Renault,69,1992
Brazil,5-Apr-92,Mansell,Williams Renault,71,1992
Spain,3-May-92,Mansell,Williams Renault,65,1992
San Marino,17-May-92,Mansell,Williams Renault,60,1992
Monaco,31-May-92,Senna,McLaren Honda,78,1992
Canada,14-Jun-92,Berger,McLaren Honda,69,1992
France,5-Jul-92,Mansell,Williams Renault,69,1992
Great Britain,12-Jul-92,Mansell,Williams Renault,59,1992
Germany,26-Jul-92,Mansell,Williams Renault,45,1992
Hungary,16-Aug-92,Senna,McLaren Honda,77,1992
Belgium,30-Aug-92,Schumacher,Benetton Ford,44,1992
Italy,13-Sep-92,Senna,McLaren Honda,53,1992
Portugal,27-Sep-92,Mansell,Williams Renault,71,1992
Japan,25-Oct-92,Patrese,Williams Renault,53,1992
Australia,8-Nov-92,Berger,McLaren Honda,82,1992
