Bahrain,12-Mar-06,Alonso,Renault,57,2006
Malaysia,19-Mar-06,Fisichella,Renault,56,2006
Australia,2-Apr-06,Alonso,Renault,57,2006
San Marino,23-Apr-06,Schumacher,Ferrari,62,2006
Europe,7-May-06,Schumacher,Ferrari,60,2006
Spain,14-May-06,Alonso,Renault,66,2006
Monaco,28-May-06,Alonso,Renault,78,2006
Great Britain,11-Jun-06,Alonso,Renault,60,2006
Canada,25-Jun-06,Alonso,Renault,70,2006
United States,2-Jul-06,Schumacher,Ferrari,73,2006
France,16-Jul-06,Schumacher,Ferrari,70,2006
Germany,30-Jul-06,Schumacher,Ferrari,67,2006
Hungary,6-Aug-06,Button,Honda,70,2006
Turkey,27-Aug-06,Massa,Ferrari,58,2006
Italy,10-Sep-06,Schumacher,Ferrari,53,2006
China,1-Oct-06,Schumacher,Ferrari,56,2006
Japan,8-Oct-06,Alonso,Renault,53,2006
Brazil,22-Oct-06,Massa,Ferrari,71,2006
