Australia,8-Mar-98,Hakkinen,McLaren Mercedes,58,1998
Brazil,29-Mar-98,Hakkinen,McLaren Mercedes,72,1998
Argentina,12-Apr-98,Schumacher,Ferrari,72,1998
San Marino,26-Apr-98,Coulthard,McLaren Mercedes,62,1998
Spain,10-May-98,Hakkinen,McLaren Mercedes,65,1998
Monaco,24-May-98,Hakkinen,McLaren Mercedes,78,1998
Canada,7-Jun-98,Schumacher,Ferrari,69,1998
France,28-Jun-98,Schumacher,Ferrari,71,1998
Great Britain,12-Jul-98,Schumacher,Ferrari,60,1998
Austria,26-Jul-98,Hakkinen,McLaren Mercedes,71,1998
Germany,2-Aug-98,Hakkinen,McLaren Mercedes,45,1998
Hungary,16-Aug-98,Schumacher,Ferrari,77,1998
Belgium,30-Aug-98,Hill,Jordan Mugen Honda,44,1998
Italy,13-Sep-98,Schumacher,Ferrari,53,1998
Luxembourg,27-Sep-98,Hakkinen,McLaren Mercedes,67,1998
Japan,1-Nov-98,Hakkinen,McLaren Mercedes,51,1998
