Australia,3-Mar-02,Schumacher,Ferrari,58,2002
Malaysia,17-Mar-02,Schumacher,Williams BMW,56,2002
Brazil,31-Mar-02,Schumacher,Ferrari,71,2002
San Marino,14-Apr-02,Schumacher,Ferrari,62,2002
Spain,28-Apr-02,Schumacher,Ferrari,65,2002
Austria,12-May-02,Schumacher,Ferrari,71,2002
Monaco,26-May-02,Coulthard,McLaren Mercedes,78,2002
Canada,9-Jun-02,Schumacher,Ferrari,70,2002
Europe,23-Jun-02,Barrichello,Ferrari,60,2002
Great Britain,7-Jul-02,Schumacher,Ferrari,60,2002
France,21-Jul-02,Schumacher,Ferrari,72,2002
Germany,28-Jul-02,Schumacher,Ferrari,67,2002
Hungary,18-Aug-02,Barrichello,Ferrari,77,2002
Belgium,1-Sep-02,Schumacher,Ferrari,44,2002
Italy,15-Sep-02,Barrichello,Ferrari,53,2002
United States,29-Sep-02,Barrichello,Ferrari,73,2002
Japan,13-Oct-02,Schumacher,Ferrari,53,2002
