Australia,4-Mar-01,Schumacher,Ferrari,58,2001
Malaysia,18-Mar-01,Schumacher,Ferrari,55,2001
Brazil,1-Apr-01,Coulthard,McLaren Mercedes,71,2001
San Marino,15-Apr-01,Schumacher,Williams BMW,62,2001
Spain,29-Apr-01,Schumacher,Ferrari,65,2001
Austria,13-May-01,Coulthard,McLaren Mercedes,71,2001
Monaco,27-May-01,Schumacher,Ferrari,78,2001
Canada,10-Jun-01,Schumacher,Williams BMW,69,2001
Europe,24-Jun-01,Schumacher,Ferrari,67,2001
France,1-Jul-01,Schumacher,Ferrari,72,2001
Great Britain,15-Jul-01,Hakkinen,McLaren Mercedes,60,2001
Germany,29-Jul-01,Schumacher,Williams BMW,45,2001
Hungary,19-Aug-01,Schumacher,Ferrari,77,2001
Belgium,2-Sep-01,Schumacher,Ferrari,36,2001
Italy,16-Sep-01,Montoya,Williams BMW,53,2001
United States,30-Sep-01,Hakkinen,McLaren Mercedes,73,2001
Japan,14-Oct-01,Schumacher,Ferrari,53,2001
