Argentina,13-Jan-74,Hulme,McLaren Ford,53,1974
Brazil,27-Jan-74,Fittipaldi,McLaren Ford,32,1974
South Africa,30-Mar-74,Reutemann,Brabham Ford,78,1974
Spain,28-Apr-74,Lauda,Ferrari,84,1974
Belgium,12-May-74,Fittipaldi,McLaren Ford,85,1974
Monaco,26-May-74,Peterson,Lotus Ford,78,1974
Sweden,9-Jun-74,Scheckter,Tyrrell Ford,80,1974
Netherlands,23-Jun-74,Lauda,Ferrari,75,1974
France,7-Jul-74,Peterson,Lotus Ford,80,1974
Great Britain,20-Jul-74,Scheckter,Tyrrell Ford,75,1974
Germany,4-Aug-74,Regazzoni,Ferrari,14,1974
Austria,18-Aug-74,Reutemann,Brabham Ford,54,1974
Italy,8-Sep-74,Peterson,Lotus Ford,52,1974
Canada,22-Sep-74,Fittipaldi,McLaren Ford,80,1974
United States,6-Oct-74,Reutemann,Brabham Ford,59,1974
