Australia,Rosberg,Williams Toyota,01:27.7,2009
Malaysia,Button,Brawn Mercedes,01:36.6,2009
China,Barrichello,Brawn Mercedes,01:52.6,2009
Bahrain,Trulli,Toyota,01:34.6,2009
Spain,Barrichello,Brawn Mercedes,01:22.8,2009
Monaco,Massa,Ferrari,01:15.2,2009
Turkey,Button,Brawn Mercedes,01:27.6,2009
Great Britain,Vettel,RBR Renault,01:20.7,2009
Germany,Alonso,Renault,01:33.4,2009
Hungary,Webber,RBR Renault,01:21.9,2009
Europe,Glock,Toyota,01:38.7,2009
Belgium,Vettel,RBR Renault,01:47.3,2009
Italy,Sutil,Force India Mercedes,01:24.7,2009
Singapore,Alonso,Renault,01:48.2,2009
Japan,Webber,RBR Renault,01:32.6,2009
Brazil,Webber,RBR Renault,01:13.7,2009
Abu Dhabi,Vettel,RBR Renault,01:40.3,2009
