Australia,Ricciardo,Red Bull Racing TAG Heuer,01:29.0,2016
Bahrain,Rosberg,Mercedes,01:34.5,2016
China,Hulkenberg,Force India Mercedes,01:39.8,2016
Russia,Rosberg,Mercedes,01:39.1,2016
Spain,Kvyat,Toro Rosso Ferrari,01:26.9,2016
Monaco,Hamilton,Mercedes,01:17.9,2016
Canada,Rosberg,Mercedes,01:15.6,2016
Europe,Rosberg,Mercedes,01:46.5,2016
Austria,Hamilton,Mercedes,01:08.4,2016
Great Britain,Rosberg,Mercedes,01:35.5,2016
Hungary,Räikkönen,Ferrari,01:23.1,2016
Germany,Ricciardo,Red Bull Racing TAG Heuer,01:18.4,2016
Belgium,Hamilton,Mercedes,01:51.6,2016
Italy,Alonso,McLaren Honda,01:25.3,2016
Singapore,Ricciardo,Red Bull Racing TAG Heuer,01:47.2,2016
Malaysia,Rosberg,Mercedes,01:36.4,2016
Japan,Vettel,Ferrari,01:35.1,2016
United States,Vettel,Ferrari,01:39.9,2016
Mexico,Ricciardo,Red Bull Racing TAG Heuer,01:21.1,2016
Brazil,Verstappen,Red Bull Racing TAG Heuer,01:25.3,2016
Abu Dhabi,Vettel,Ferrari,01:43.7,2016
