Bahrain,Bottas,Mercedes,01:32.1,2021
Emilia Romagna,Hamilton,Mercedes,01:16.7,2021
Portugal,Bottas,Mercedes,01:19.9,2021
Spain,Verstappen,Red Bull Racing Honda,01:18.1,2021
Monaco,Hamilton,Mercedes,01:12.9,2021
Azerbaijan,Verstappen,Red Bull Racing Honda,01:44.5,2021
France,Verstappen,Red Bull Racing Honda,01:36.4,2021
Styria,Hamilton,Mercedes,01:07.1,2021
Austria,Verstappen,Red Bull Racing Honda,01:06.2,2021
Great Britain,Perez,Red Bull Racing Honda,01:28.6,2021
Hungary,Gasly,AlphaTauri Honda,01:18.4,2021
Netherlands,Hamilton,Mercedes,01:11.1,2021
Italy,Ricciardo,McLaren Mercedes,01:24.8,2021
Russia,Norris,McLaren Mercedes,01:37.4,2021
Turkey,Bottas,Mercedes,01:30.4,2021
United States,Hamilton,Mercedes,01:38.5,2021
Mexico,Bottas,Mercedes,01:17.8,2021
Brazil,Perez,Red Bull Racing Honda,01:11.0,2021
Qatar,Verstappen,Red Bull Racing Honda,01:23.2,2021
Saudi Arabia,Hamilton,Mercedes,01:30.7,2021
Abu Dhabi,Verstappen,Red Bull Racing Honda,01:26.1,2021
