Australia,Räikkönen,Ferrari,01:26.5,2017
China,Hamilton,Mercedes,01:35.4,2017
Bahrain,Hamilton,Mercedes,01:32.8,2017
Russia,Räikkönen,Ferrari,01:36.8,2017
Spain,Hamilton,Mercedes,01:23.6,2017
Monaco,Perez,Force India Mercedes,01:14.8,2017
Canada,Hamilton,Mercedes,01:14.6,2017
Azerbaijan,Vettel,Ferrari,01:43.4,2017
Austria,Hamilton,Mercedes,01:07.4,2017
Great Britain,Hamilton,Mercedes,01:30.6,2017
Hungary,Alonso,McLaren Honda,01:20.2,2017
Belgium,Vettel,Ferrari,01:46.6,2017
Italy,Ricciardo,Red Bull Racing TAG Heuer,01:23.4,2017
Singapore,Hamilton,Mercedes,01:45.0,2017
Malaysia,Vettel,Ferrari,01:34.1,2017
Japan,Bottas,Mercedes,01:33.1,2017
United States,Vettel,Ferrari,01:37.8,2017
Mexico,Vettel,Ferrari,01:18.8,2017
Brazil,Verstappen,Red Bull Racing TAG Heuer,01:11.0,2017
Abu Dhabi,Bottas,Mercedes,01:40.7,2017
