Brazil,Prost,McLaren TAG,01:36.5,1984
South Africa,Tambay,Renault,01:08.9,1984
Belgium,Arnoux,Ferrari,01:19.3,1984
San Marino,Piquet,Brabham BMW,01:33.3,1984
France,Prost,McLaren TAG,01:05.3,1984
Monaco,Senna,Toleman Hart,01:54.3,1984
Canada,Piquet,Brabham BMW,01:28.8,1984
Detroit,Warwick,Renault,01:46.2,1984
Dallas,Lauda,McLaren TAG,01:45.4,1984
Great Britain,Lauda,McLaren TAG,01:13.2,1984
Germany,Prost,McLaren TAG,01:53.5,1984
Austria,Lauda,McLaren TAG,01:32.9,1984
Netherlands,Arnoux,Ferrari,01:19.5,1984
Italy,Lauda,McLaren TAG,01:31.9,1984
Europe,Piquet,Brabham BMW,01:23.1,1984
Portugal,Lauda,McLaren TAG,01:23.0,1984
