Brazil,Jarier,Shadow Ford,02:35.1,1976
South Africa,Lauda,Ferrari,01:18.0,1976
USA West,Regazzoni,Ferrari,01:23.1,1976
Spain,Mass,McLaren Ford,01:20.9,1976
Belgium,Lauda,Ferrari,01:26.0,1976
Monaco,Regazzoni,Ferrari,01:30.3,1976
Sweden,Andretti,Lotus Ford,01:28.0,1976
France,Lauda,Ferrari,01:51.0,1976
Great Britain,Lauda,Ferrari,01:19.9,1976
Germany,Scheckter,Tyrrell Ford,07:10.8,1976
Austria,Hunt,McLaren Ford,01:35.9,1976
Netherlands,Regazzoni,Ferrari,01:22.6,1976
Italy,Peterson,March Ford,01:41.3,1976
Canada,Depailler,Tyrrell Ford,01:13.8,1976
USA East,Hunt,McLaren Ford,01:42.9,1976
Japan,Laffite,Ligier Matra,01:20.0,1976
